sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
2020-09-23,3.239371390994732,"20,000-50,000",Northeast,NY,Nassau,36059
2020-09-23,49.52894183131358,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-23,31.11442279808988,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-23,476.74982845757495,"20,000-50,000",Northeast,PA,Indiana,42063
2020-09-30,25.845764846684364,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-09-30,66.9868591625269,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-09-30,5.888057368164209,"20,000-50,000",Northeast,MA,Essex,25009
2020-09-30,19.04575693391595,"20,000-50,000",Northeast,MA,Nantucket,25019
2020-09-30,52.32285813682646,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-09-30,40.72983170084232,"200,000-500,000",Northeast,NJ,Union,34039
2020-09-30,66.02261062765164,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-09-30,53.338434344786585,"100,000-200,000",Northeast,PA,Erie,42049
2020-09-30,77.1918729120384,"50,000-100,000",Northeast,PA,Franklin,42055
2020-09-30,324.08334357336054,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-07,43.01489930032821,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-07,63.25017775815591,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-07,26.521145941509484,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-07,7.263471310601989,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-10-07,55.69100759022672,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-07,74.61573058963916,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-07,19.94400762793522,"20,000-50,000",Northeast,NY,Nassau,36059
2020-10-07,107.54489469778942,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-07,61.36632623564628,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-07,221.3295236559645,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-14,44.51891452007104,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-14,52.11333472365154,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-14,,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-10-14,41.20833370365877,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-14,84.24177213234351,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-14,113.1860867339331,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-14,70.26205126225771,"200,000-500,000",Northeast,NJ,Union,34039
2020-10-14,144.18592147856137,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-14,93.25627548546602,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-14,192.3875528521421,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-21,72.84967278908896,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-21,67.07617772494294,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-21,20.765534719212027,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-10-21,49.66387152319313,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-21,18.537989423019116,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-10-21,88.08665510341284,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-21,140.22513328713896,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-21,22.9300127825211,"20,000-50,000",Northeast,NY,Nassau,36059
2020-10-21,232.1047640507511,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-21,97.74622566517591,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-21,218.7681211046481,"50,000-100,000",Northeast,PA,Franklin,42055
2020-10-21,246.28382723823316,"20,000-50,000",Northeast,PA,Indiana,42063
2020-10-28,174.51857234190706,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-10-28,75.11973406802998,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-10-28,61.08002211767057,"20,000-50,000",Northeast,MA,Essex,25009
2020-10-28,23.084068686307887,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-10-28,173.4290122142273,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-10-28,186.2554383394621,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-10-28,262.93194049898693,"200,000-500,000",Northeast,NJ,Union,34039
2020-10-28,466.1339043375257,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-10-28,111.82997712520364,"100,000-200,000",Northeast,PA,Erie,42049
2020-10-28,502.421320040735,"20,000-50,000",Northeast,PA,Indiana,42063
2020-11-04,288.4319868911724,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-04,98.32442200750587,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-04,226.3683456101436,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-11-04,81.77248866429228,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-04,67.1369327214648,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-04,301.4836625358136,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-04,247.28233864588756,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-04,65.58156250459932,"20,000-50,000",Northeast,NY,Nassau,36059
2020-11-04,192.64419245060316,"100,000-200,000",Northeast,PA,Erie,42049
2020-11-04,475.678468850746,"50,000-100,000",Northeast,PA,Franklin,42055
2020-11-11,543.2709339926631,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-11,239.7676334282688,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-11,172.25030419327456,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-11,144.18936276927522,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-11,215.8389203442042,"50,000-100,000",Northeast,MA,Middlesex,25017
2020-11-11,370.1929995935414,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-11,337.65465393358824,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-11,439.8902219783231,"200,000-500,000",Northeast,NJ,Union,34039
2020-11-11,579.3293956618824,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-11-11,423.7709417792569,"100,000-200,000",Northeast,PA,Erie,42049
2020-11-11,832.9823714299382,"20,000-50,000",Northeast,PA,Indiana,42063
2020-11-18,570.7712580097465,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-18,414.9148173685392,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-18,246.74543049115317,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-18,170.75807357959513,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-18,204.2216047224269,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-11-18,273.04156788660924,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-18,449.46865946630896,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-18,160.65440120652278,"20,000-50,000",Northeast,NY,Nassau,36059
2020-11-18,794.5471693376908,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-11-18,601.6857522683215,"100,000-200,000",Northeast,PA,Erie,42049
2020-11-18,859.8631432029273,"50,000-100,000",Northeast,PA,Franklin,42055
2020-11-18,1525.4202631553285,"20,000-50,000",Northeast,PA,Indiana,42063
2020-11-25,609.023705764201,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-11-25,867.5216152862082,"200,000-500,000",Northeast,DE,New Castle,10003
2020-11-25,486.3352048006089,"20,000-50,000",Northeast,MA,Essex,25009
2020-11-25,215.54861192717,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-11-25,177.05441286522844,"50,000-100,000",Northeast,MA,Middlesex,25017
2020-11-25,508.8540997111964,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-11-25,628.2177207038854,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-11-25,890.4538691540065,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-11-25,1489.7848243295273,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-02,464.8578942522527,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-02,1123.1345488487434,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-02,565.3529537266819,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-02,187.6886610782195,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-02,212.6534345907296,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-02,1021.7745037663602,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-02,805.4396078416963,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-02,248.2811922142452,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-02,1527.6852455246462,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-02,914.8138963361142,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-02,902.4254875649568,"50,000-100,000",Northeast,PA,Franklin,42055
2020-12-02,1259.43107603866,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-09,600.121378156988,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-09,1320.2702211264177,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-09,307.1370507679651,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-09,505.64417147969385,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-09,256.9756322302517,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-09,291.9891188615217,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-09,1367.5846785797323,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-09,929.5469831328,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-09,546.8574753025497,"200,000-500,000",Northeast,NJ,Union,34039
2020-12-09,305.4987799673642,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-09,1644.993207865372,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-09,1244.762105783352,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-09,725.363915305883,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-16,601.3669191015812,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-16,1081.2682187947316,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-16,419.3933788353602,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-16,618.219731360022,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-16,308.8685747286975,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-16,396.85108952818615,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-16,1305.450830375035,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-16,920.2223770036816,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-16,282.0565108110277,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-16,1919.68172963555,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-16,1639.0209163509644,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-16,1072.753656179637,"50,000-100,000",Northeast,PA,Franklin,42055
2020-12-16,636.8305916542553,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-23,897.1334941237432,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-23,968.8630198103604,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-23,420.0422636875104,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-23,487.5711877892183,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-23,454.7220502746201,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-23,1103.682440211169,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-23,888.0860357896914,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-23,764.41546710878,"200,000-500,000",Northeast,NJ,Union,34039
2020-12-23,335.1211381593094,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-23,1594.9175043664611,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-23,1482.211440093436,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-23,539.6351131125452,"20,000-50,000",Northeast,PA,Indiana,42063
2020-12-30,774.3793844452675,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-12-30,576.0986665207876,"200,000-500,000",Northeast,DE,New Castle,10003
2020-12-30,805.9500963693699,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-12-30,791.9059919578989,"20,000-50,000",Northeast,MA,Essex,25009
2020-12-30,573.9347643871939,"20,000-50,000",Northeast,MA,Hampshire,25015
2020-12-30,407.3357519411901,"100,000-200,000",Northeast,MA,Middlesex,25017
2020-12-30,1388.7405152751578,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-12-30,981.3915128895604,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-12-30,569.9964635671892,"20,000-50,000",Northeast,NY,Nassau,36059
2020-12-30,1261.0566977401256,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-12-30,1069.9421143164573,"100,000-200,000",Northeast,PA,Erie,42049
2020-12-30,432.2923436402163,"20,000-50,000",Northeast,PA,Indiana,42063
2021-01-06,765.4916142374517,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-06,946.6682020100052,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-06,838.4280614194722,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-06,535.8783040241635,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-06,330.82832486704564,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-06,1548.370985066577,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-06,1041.5566365495745,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-06,815.1032072059089,"200,000-500,000",Northeast,NJ,Union,34039
2021-01-06,1006.4376589314088,"20,000-50,000",Northeast,NY,Nassau,36059
2021-01-06,756.9732907403701,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-06,810.1332390878723,"50,000-100,000",Northeast,PA,Franklin,42055
2021-01-13,482.7966655827363,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-13,832.9258930668367,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-13,520.17743044121,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-13,421.47225132338417,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-13,265.22898263367654,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-13,1393.287782319552,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-13,1098.1903135338891,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-13,1055.2953338399354,"20,000-50,000",Northeast,NY,Nassau,36059
2021-01-13,604.9954014411973,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-13,521.923546275808,"20,000-50,000",Northeast,PA,Indiana,42063
2021-01-20,440.1733518981964,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-20,406.299685337525,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-20,337.98608417770055,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-20,417.8775664640672,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-20,260.880835983778,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-20,776.5750428111538,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-20,883.600493423955,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-20,771.5914865836698,"200,000-500,000",Northeast,NJ,Union,34039
2021-01-20,1043.6516214419216,"20,000-50,000",Northeast,NY,Nassau,36059
2021-01-20,811.131905992609,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-20,491.1888125672328,"20,000-50,000",Northeast,PA,Indiana,42063
2021-01-27,563.9306574427936,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-01-27,147.43210816729814,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-01-27,323.73403783984287,"20,000-50,000",Northeast,MA,Essex,25009
2021-01-27,378.0013733654992,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-01-27,218.41571379961815,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-01-27,320.14991853527584,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-01-27,673.515497274118,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-01-27,735.6758812654856,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-01-27,635.840970074451,"100,000-200,000",Northeast,PA,Erie,42049
2021-01-27,784.9407485721512,"50,000-100,000",Northeast,PA,Franklin,42055
2021-01-27,391.2511852680591,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-03,531.2112677327447,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-03,351.38988638377714,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-03,295.4243711360921,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-03,165.0755225354846,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-03,142.0167999083906,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-03,455.9243377691783,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-03,606.0829449809395,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-03,571.4763933514208,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-03,380.2417057884156,"50,000-100,000",Northeast,PA,Franklin,42055
2021-02-03,241.46754880123692,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-10,486.2158675950182,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-10,66.85816282633604,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-02-10,194.15558254919796,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-10,138.81430828205973,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-10,94.1102230392254,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-10,146.13295714906658,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-10,393.32497974077023,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-10,451.0086535899226,"200,000-500,000",Northeast,NJ,Union,34039
2021-02-10,525.4812397918892,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-10,352.6727553379649,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-02-10,271.3432679773229,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-10,269.1989661698819,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-17,338.0118739410645,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-17,132.21910377576415,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-17,138.9090531672786,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-17,85.52661751381237,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-17,185.5134717405078,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-17,355.37043119750723,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-17,321.5790179361072,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-17,259.475984053641,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-17,275.8057165550713,"20,000-50,000",Northeast,PA,Indiana,42063
2021-02-24,283.3663249437555,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-02-24,132.75511786627155,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-02-24,57.65899899861864,"20,000-50,000",Northeast,MA,Essex,25009
2021-02-24,217.48035954871128,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-02-24,95.5555877674365,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-02-24,253.18769656383475,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-02-24,347.610934021014,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-02-24,222.1094148598878,"200,000-500,000",Northeast,NJ,Union,34039
2021-02-24,328.3825865936945,"20,000-50,000",Northeast,NY,Nassau,36059
2021-02-24,291.94003485061006,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-02-24,256.96744278608475,"100,000-200,000",Northeast,PA,Erie,42049
2021-02-24,315.45999956045176,"50,000-100,000",Northeast,PA,Franklin,42055
2021-02-24,204.2141010674124,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-03,302.67590244189483,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-03,59.86756907859199,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-03,234.57822368508005,"20,000-50,000",Northeast,MA,Hampshire,25015
2021-03-03,108.20021386054896,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-03,292.3757403148379,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-03,309.93442794110985,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-03,322.8521797443224,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-03,205.43066621394368,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-03,174.18958813639813,"50,000-100,000",Northeast,PA,Franklin,42055
2021-03-03,203.2852223503122,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-10,168.24190342062056,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-10,123.36148028576918,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-10,90.325222434701,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-10,429.1574315708713,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-10,331.24198843781704,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-10,226.0029260164409,"200,000-500,000",Northeast,NJ,Union,34039
2021-03-10,372.14759265066186,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-10,218.7984846165438,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-03-10,125.13484837943702,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-10,175.28437236547634,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-17,110.31445943802473,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-17,170.36924376600516,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-03-17,182.52705917814487,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-17,77.0737026006642,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-17,499.07228230532974,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-17,329.2390570961074,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-17,473.8679456161955,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-17,122.89100753959588,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-17,235.7218930206756,"50,000-100,000",Northeast,PA,Franklin,42055
2021-03-17,164.39159980956396,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-24,245.83034687547965,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-24,195.1371531871458,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-03-24,209.9572797706303,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-24,216.4480733046692,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-03-24,73.74972663017832,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-24,629.9864701762643,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-24,337.9000080593608,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-24,196.3487922383888,"200,000-500,000",Northeast,NJ,Union,34039
2021-03-24,406.2569622820071,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-24,270.2794903780835,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-03-24,200.35007629122356,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-24,186.2292975328165,"20,000-50,000",Northeast,PA,Indiana,42063
2021-03-31,397.8993678648155,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-03-31,196.73626133911867,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-03-31,161.27033020459257,"20,000-50,000",Northeast,MA,Essex,25009
2021-03-31,74.70983722184928,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-03-31,696.0313963038843,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-03-31,332.09159212748136,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-03-31,267.88078148273377,"20,000-50,000",Northeast,NY,Nassau,36059
2021-03-31,207.7943850567552,"100,000-200,000",Northeast,PA,Erie,42049
2021-03-31,170.78876401180932,"50,000-100,000",Northeast,PA,Franklin,42055
2021-03-31,250.9208126703626,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-07,512.9524636844403,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-07,181.7964973209293,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-07,99.10757633912816,"20,000-50,000",Northeast,MA,Essex,25009
2021-04-07,83.87393124292636,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-07,626.8843368383785,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-04-07,312.50632795929323,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-07,221.32373387467197,"200,000-500,000",Northeast,NJ,Union,34039
2021-04-07,81.74408437838827,"20,000-50,000",Northeast,NY,Nassau,36059
2021-04-07,317.20953669716727,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-07,215.71318935584904,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-07,303.16302069959244,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-14,514.0904478649661,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-14,164.59228709798708,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-14,71.50837334042616,"20,000-50,000",Northeast,MA,Essex,25009
2021-04-14,166.8382544112702,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-04-14,70.66037564292118,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-14,271.28000496218925,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-14,322.0662840561934,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-14,147.2347313517778,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-14,289.6323606483529,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-21,405.0084930418987,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-21,67.77865762046636,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-21,39.51292005549406,"20,000-50,000",Northeast,MA,Essex,25009
2021-04-21,60.53772082567334,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-21,504.43857362442606,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-04-21,209.23965229444744,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-21,141.6784883454869,"200,000-500,000",Northeast,NJ,Union,34039
2021-04-21,60.918462087005445,"20,000-50,000",Northeast,NY,Nassau,36059
2021-04-21,249.0558291026753,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-21,165.32004644341225,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-21,366.1456595318335,"50,000-100,000",Northeast,PA,Franklin,42055
2021-04-21,224.36610132060852,"20,000-50,000",Northeast,PA,Indiana,42063
2021-04-28,300.0291640571349,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-04-28,48.9274301458501,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-04-28,29.10812908174063,"100,000-200,000",Northeast,MA,Middlesex,25017
2021-04-28,261.64953519479155,"10,000-20,000",Northeast,MA,Nantucket,25019
2021-04-28,146.57042360415014,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2021-04-28,231.7426337439064,"100,000-200,000",Northeast,PA,Dauphin,42043
2021-04-28,145.68850114461893,"100,000-200,000",Northeast,PA,Erie,42049
2021-04-28,170.6936014103396,"20,000-50,000",Northeast,PA,Indiana,42063
2021-05-05,72.80913825568558,"20,000-50,000",Northeast,CT,Fairfield,09001
2021-05-05,33.389947490629126,"50,000-100,000",Northeast,MA,Berkshire,25003
2021-05-05,126.67208277548524,"10,000-20,000",Northeast,MA,Hampshire,25015
2021-05-05,19.159625649509064,"100,000-200,000",Northeast,MA,Middlesex,25017
